,state,year,filetype,pmt_var,method,mean,25%,50%,75%,count,max,min,std,var
167,VT,2012,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,220.87273568078407,188.0326314739048,208.6915546155216,235.0956820412169,24960.0,851.4965652600588,52.889071995056135,60.40178637848342,3648.375797711946
168,WA,2012,max,PER_DIEM,estimated_allowed_amount_C,184.57147971789576,168.4,181.55,195.97,127896.0,661.0,25.19,31.819421655804835,1012.4755945099016
169,WA,2012,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,167.88285906109664,155.09921150680185,165.11770906535486,174.31785967399009,120227.0,572.7406637206482,21.82653149640413,28.610205432042765,818.5438548636893
170,WI,2012,max,PER_DIEM,estimated_allowed_amount_C,161.82515135364434,146.16,154.53,164.28,183874.0,2343.5,43.26,46.73749316679093,2184.3932675158285
171,WI,2012,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,170.46983346007144,153.59251420296312,164.68753481118412,174.18177916085418,171613.0,2117.5964742556166,38.50810040947125,48.48964906800123,2351.2460667379123
172,WV,2012,max,PER_DIEM,estimated_allowed_amount_C,248.9890157048941,198.07,212.26,273.29,82140.0,1511.0,97.48,109.53446277647092,11997.798535730091
173,WV,2012,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,324.3579905094379,256.10043154178106,283.01410541945063,343.29567779960706,80220.0,2243.504083147736,113.26886315079275,143.92693232673372,20714.96184898419
174,WY,2012,max,PER_DIEM,estimated_allowed_amount_C,168.93926518326154,148.94,165.1,179.7,16943.0,875.67,45.13,44.68397508441209,1996.6576293443604
175,WY,2012,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,179.0616350112199,158.17757009345794,170.68300879707422,191.4873317078342,14575.0,1162.7539503386004,45.845184884193415,49.399512823101325,2440.311867159752
176,AK,2013,max,PER_DIEM,estimated_allowed_amount_C,629.1295213675213,511.74,603.67,732.48,5850.0,4094.5,177.0,225.09705213125,50668.68287817869
177,AK,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,505.3722801148051,374.14999588375736,471.35941282111344,588.1379437869823,5229.0,2258.516506133202,138.20566877488875,169.95284684540692,28883.970150858346
178,AL,2013,max,PER_DIEM,estimated_allowed_amount_C,191.99139789404617,175.43,187.86,198.55,219473.0,512.5,62.77,40.11534019759594,1609.2405191688565
179,AL,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,250.73906873702765,223.17989666510096,244.0934711131987,265.67897767167534,202918.0,719.7022890043534,88.14773206010393,55.966508796337465,3132.2501068505185
180,AR,2013,max,,no_valid_method,,,,,,,,,
181,AZ,2013,max,PER_DIEM,estimated_allowed_amount_C,151.52823966942148,120.8,140.5,168.33,6050.0,823.75,20.66,71.05022408708984,5048.134342825681
182,AZ,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,154.80252133425026,122.65857694429124,148.66042256588975,172.22835079977938,6315.0,786.2460628042378,22.16024884693768,68.82720145390529,4737.183659976462
183,CA,2013,max,PER_DIEM,estimated_allowed_amount_C,207.78379416595257,165.24,183.0,211.65,560160.0,1100.0,4.25,93.28075608814744,8701.299456376453
184,CA,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,159.82408200137613,129.2280159440332,142.72350117953306,158.63110216406645,542805.0,1062.9046284665185,3.457252094688034,72.01187847109371,5185.710640935569
185,CO,2013,max,PER_DIEM,estimated_allowed_amount_C,198.12771391688747,178.11,191.83,208.89,133241.0,830.33,29.52,47.03520975244395,2212.310956456398
186,CO,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,196.5748677966553,176.71219791766168,190.1644596326356,205.43786646491395,140007.0,793.1321043079569,28.19753558123985,46.15573700478609,2130.35205845498
187,CT,2013,max,PER_DIEM,estimated_allowed_amount_C,243.65691052132803,215.0,233.81,243.67,188883.0,1600.0,67.52,92.70586197949348,8594.376845360895
188,CT,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,209.3124791997109,182.7942293090357,195.24622573687995,214.36033496393333,175737.0,1437.8145219266714,51.268033409263474,80.59620766050544,6495.748689255317
189,DC,2013,max,PER_DIEM,estimated_allowed_amount_C,269.5575112913408,234.29,252.7,274.67,41182.0,1019.0,24.71,82.32793361234458,6777.888652878617
190,DC,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,250.3989666459132,212.055539919317,238.7177446856883,272.7296181630546,2928.0,727.0850924101698,27.638615254714324,72.31102564459162,5228.884429772787
191,DE,2013,max,PER_DIEM,estimated_allowed_amount_C,480.112,416.8,453.63,491.13,20.0,1088.6,347.52,162.53075931067713,26416.24772210526
192,DE,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,451.9166355247128,356.83335044665773,413.1943761675352,431.5227436081733,19.0,1018.6207541873304,341.6773178645168,172.58566379278625,29785.81134679665
193,FL,2013,max,,no_valid_method,,,,,,,,,
194,GA,2013,max,,no_valid_method,,,,,,,,,
195,HI,2013,max,PER_DIEM,estimated_allowed_amount_C,243.0120879120879,222.095,231.23,257.895,91.0,523.5,189.11,45.98766787632632,2114.865596703296
196,HI,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,233.29808678225203,205.8864653243848,229.18064876957496,240.79278523489933,64.0,487.97539149888144,176.27703206562268,49.450135347410566,2445.3158858772235
197,IA,2013,max,PER_DIEM,estimated_allowed_amount_C,165.93806812166775,144.71,161.2,174.48,130355.0,1924.67,79.14,68.05369342540912,4631.305188839572
198,IA,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,191.1868869773978,167.06981199856307,183.9779667105736,200.60316139767056,128213.0,2304.7179978445697,88.2905138339921,79.06274822659068,6250.918157141268
199,ID,2013,max,,no_valid_method,,,,,,,,,
200,IL,2013,max,,no_valid_method,,,,,,,,,
201,IN,2013,max,PER_DIEM,estimated_allowed_amount_C,164.30856309320794,156.09,168.4,180.0,317237.0,579.56,5.18,34.78072397540523,1209.6987602533284
202,IN,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,181.51964693573777,168.61602726173464,185.55144981855955,201.1665277943102,296346.0,599.0321057601511,14.316109422492405,39.78471239400604,1582.8233402737785
203,KS,2013,max,PER_DIEM,estimated_allowed_amount_C,158.69907166123778,139.89249999999998,156.015,172.24,1842.0,600.0,39.0,32.5582872793747,1060.0420705662923
204,KS,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,183.48432491795992,160.9478554457922,179.55304688399954,197.16143553832688,1833.0,624.0898689411275,44.92569980417003,37.23995538539672,1386.8142771063378
205,KY,2013,max,PER_DIEM,estimated_allowed_amount_C,184.38899771889808,163.97,175.9,192.46,142475.0,1962.33,30.84,57.52150784108069,3308.723864311507
206,KY,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,223.63482028367264,204.10054589310653,212.796750031738,224.0192966865558,127755.0,2491.214929541704,34.17931951679042,67.58349542506564,4567.528853869868
207,LA,2013,max,PER_DIEM,estimated_allowed_amount_B,128.95577359411425,114.7,128.03,140.26,192601.0,501.5,32.35,37.10059104967748,1376.4538562354091
208,LA,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,158.66548410935988,139.64649564256783,156.64526866381362,173.02662862577273,180021.0,665.3841050815975,36.21809225257501,46.8307675373213,2193.1207881346268
209,MA,2013,max,,file_unavailable,,,,,,,,,
210,MD,2013,max,PER_DIEM,estimated_allowed_amount_C,249.80294112407591,223.5,236.35,250.71,190859.0,1113.5,71.84,79.39423974633068,6303.445304897834
211,MD,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,256.4095407742981,225.62333694688087,241.5787917611117,264.4992611117426,199226.0,1265.772422416733,67.22185833255358,81.80034660321928,6691.296704406807
212,ME,2013,max,,no_valid_method,,,,,,,,,
213,MI,2013,max,PER_DIEM,estimated_allowed_amount_C,194.70309067919771,167.52,188.4,202.58,259409.0,950.0,60.95,62.25695067830077,3875.927907760374
214,MI,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,218.73542503841907,183.46330520243563,207.73816620961009,236.07964707285083,262689.0,1146.8981425276193,54.14408812294573,71.41800437660211,5100.531349136359
215,MO,2013,max,PER_DIEM,estimated_allowed_amount_C,166.80493564384415,143.07,150.9,157.0,283112.0,2433.5,44.16,69.03947976100001,4766.44976566953
216,MO,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,194.40515450495795,163.067940552017,175.11151928627658,192.1018105484125,286709.0,2531.2044934470564,51.46253350425358,81.75392718831438,6683.704610712209
217,MS,2013,max,PER_DIEM,estimated_allowed_amount_C,190.6402305130412,174.28,186.9,201.8,160338.0,406.0,28.1,32.62691013794767,1064.515265149712
218,MS,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,244.7794793331974,222.783416901064,240.85179779753216,256.5609659015523,160579.0,538.6758657290699,31.053155044756327,42.68847102218175,1822.3055582116508
219,MT,2013,max,PER_DIEM,estimated_allowed_amount_C,168.02213021262568,162.38,163.84,166.0,30335.0,1294.0,32.29,34.74709174717204,1207.3603848863916
220,MT,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,196.38238866469277,187.36046511627907,190.2093023255814,192.80232558139537,27980.0,1504.6511627906978,36.95776582350921,43.2471466845388,1870.315696354015
221,NC,2013,max,,no_valid_method,,,,,,,,,
222,ND,2013,max,,no_valid_method,,,,,,,,,
223,NE,2013,max,,no_valid_method,,,,,,,,,
224,NH,2013,max,,no_valid_method,,,,,,,,,
225,NJ,2013,max,PER_DIEM,estimated_allowed_amount_C,210.70736605952436,195.13,204.26,214.26,281263.0,1475.55,95.2,72.73308323614681,5290.10139703626
226,NJ,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,194.89384781712585,179.38162701594936,188.27408001425644,199.34955003118597,138795.0,1624.339498018494,79.48568088836937,65.8011539078796,4329.791855608458
227,NM,2013,max,PER_DIEM,estimated_allowed_amount_C,181.8963588850174,142.68,166.985,232.945,1148.0,356.7,50.96,55.546922736011226,3085.460625440401
228,NM,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,196.9880941879018,155.4362496328937,181.33514986376025,251.5204414911589,1171.0,401.7344295528776,57.39385065885798,58.93857985012336,3473.756194749367
229,NV,2013,max,,no_valid_method,,,,,,,,,
230,NY,2013,max,,file_unavailable,,,,,,,,,
231,OH,2013,max,PER_DIEM,estimated_allowed_amount_C,167.2215666532672,154.1,170.45,182.4,480119.0,721.5,46.55,49.88859284621187,2488.8716961751024
232,OH,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,186.5311611105558,175.5907218729677,190.9760201935213,202.24321133412045,478572.0,1051.2895235319831,47.6800163884052,54.55852121557766,2976.632237230638
233,OK,2013,max,PER_DIEM,estimated_allowed_amount_C,142.88282156886387,138.09,141.68,144.43,157579.0,345.1,17.91,20.530587236054597,421.5050122572478
234,OK,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,175.68749201741787,166.00454029511917,175.84097859327215,182.07632018501863,154218.0,368.1099832969292,20.97616345062429,25.119604594019368,630.9945349598789
235,OR,2013,max,PER_DIEM,estimated_allowed_amount_C,259.4432235836903,212.13,256.47,257.0,33379.0,757.54,47.9,71.7143452992608,5142.947321701609
236,OR,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,237.64426590052383,191.61622549462464,223.26315789473685,268.3169211310868,32202.0,781.578947368421,41.03486678660156,68.30694992934734,4665.839408650364
237,PA,2013,max,PER_DIEM,estimated_allowed_amount_C,202.45718222415468,176.63,196.45,217.26,551985.0,1658.0,106.97,69.70153499270764,4858.303980339647
238,PA,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,228.14530922837272,199.11473500291208,218.20617355853236,245.363196125908,553359.0,2119.391537773233,95.31319611512072,80.20796448627183,6433.317567031045
239,RI,2013,max,PER_DIEM,estimated_allowed_amount_B,204.2775,201.6525,213.1,215.725,4.0,223.6,167.31,25.13714432866231,631.8760249999997
240,RI,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,190.9313954575194,188.477895130386,199.17749322366572,201.63099355079916,4.0,208.99149453219923,156.37910085054676,23.494854031836915,552.0081659773233
241,SC,2013,max,,no_valid_method,,,,,,,,,
242,SD,2013,max,PER_DIEM,estimated_allowed_amount_C,130.16813254035685,109.39,124.64,141.67,41195.0,1077.5,69.52,52.46049392008285,2752.1034223390493
243,SD,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,157.1783481752603,131.30231413096996,149.2983751846381,171.13490891186606,39133.0,1326.3170851797145,70.77267637178052,64.08718436178894,4107.167199421926
244,TN,2013,max,PER_DIEM,estimated_allowed_amount_B,,,,,0.0,,,,
245,TN,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,,,,,0.0,,,,
246,TX,2013,max,PER_DIEM,estimated_allowed_amount_B,105.81940831293198,78.0,100.4,131.5,2400982.0,1164.5,5.97,36.37419700950073,1323.082208085972
247,TX,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,118.83613036331236,87.78818081143663,113.49086253055523,146.92425012709708,2351906.0,1194.849168889801,5.610902255639097,41.84380904333332,1750.9043552549433
248,UT,2013,max,PER_DIEM,estimated_allowed_amount_C,188.1840047310757,161.57,170.27,181.09,40160.0,857.67,25.85,86.66231381967619,7510.356636580038
249,UT,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,227.8825352362496,182.27959836698665,192.1990510868366,206.7228730975583,46883.0,1131.0431227746274,28.62362971985384,129.7007275953306,16822.27873875815
250,VA,2013,max,PER_DIEM,estimated_allowed_amount_C,168.67008461528886,150.48,158.97,174.0,240973.0,2027.0,26.29,47.92596622304674,2296.898238412617
251,VA,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,187.81889311819685,167.26190476190473,180.33670774647885,196.777950310559,240245.0,896.0391954615782,28.931440519423354,47.49991707811657,2256.2421224279497
252,VT,2013,max,PER_DIEM,estimated_allowed_amount_C,213.62795256556444,189.5,206.87,233.56,21925.0,618.0,35.26,46.8112283908144,2191.291103456988
253,VT,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,213.8292850028833,188.70661198359508,204.4318766066838,230.27908372511757,21062.0,599.8251928020566,35.2705811743523,48.370656536120926,2339.720413735378
254,WA,2013,max,PER_DIEM,estimated_allowed_amount_C,185.72993623459337,171.0,182.57,198.5,126244.0,650.0,26.1,31.59522525232656,998.2582587452536
255,WA,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,167.63075746597409,153.17264287539393,166.20390086023338,175.85591708435987,119519.0,552.2045705547532,22.173137371506243,28.364377072595165,804.5378867163622
256,WI,2013,max,PER_DIEM,estimated_allowed_amount_C,163.65604876823127,148.63,157.1,167.94,167158.0,2272.0,37.94,42.34339591884088,1792.9631779397107
257,WI,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,170.51459960879018,154.34259461824544,164.26341758131105,175.34991440942505,157150.0,2090.5265429434617,33.46859562455893,43.68970052155648,1908.7899316632927
258,WV,2013,max,PER_DIEM,estimated_allowed_amount_C,254.7007751796593,199.13,214.0,281.2,82239.0,1582.5,98.91,114.8072641092721,13180.707892256156
259,WV,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,332.2723918553666,259.1845083867449,289.06313923360153,357.56170735033413,80341.0,2305.842925834183,95.78759733558492,150.540329565597,22662.39082571856
260,WY,2013,max,PER_DIEM,estimated_allowed_amount_C,171.69403511915425,148.94,167.73,179.7,16743.0,839.5,54.16,51.19884593171385,2621.321824739372
261,WY,2013,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,186.11758386982163,162.02641264342932,178.75081186403983,195.55098506170168,14716.0,908.746481922494,58.62740852998484,56.8908576713311,3236.569686579652
262,AK,2014,max,,file_unavailable,,,,,,,,,
263,AL,2014,max,,file_unavailable,,,,,,,,,
264,AR,2014,max,,no_valid_method,,,,,,,,,
265,AZ,2014,max,,file_unavailable,,,,,,,,,
266,CA,2014,max,PER_DIEM,estimated_allowed_amount_C,213.58182630989057,167.8,186.5,220.87,512142.0,2170.67,17.06,97.40185763526,9487.12187079946
267,CA,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,161.18644135248186,127.8586562852981,144.02685662818308,160.08697753080455,496451.0,1105.8610636372775,10.007038948850305,75.85681922495314,5754.25702292722
268,CO,2014,max,,file_unavailable,,,,,,,,,
269,CT,2014,max,,file_unavailable,,,,,,,,,
270,DC,2014,max,,file_unavailable,,,,,,,,,
271,DE,2014,max,,file_unavailable,,,,,,,,,
272,FL,2014,max,,no_valid_method,,,,,,,,,
273,GA,2014,max,,no_valid_method,,,,,,,,,
274,HI,2014,max,PER_DIEM,estimated_allowed_amount_C,75.01142857142857,7.58,29.07,139.54000000000002,7.0,195.62,6.15,80.56282112500188,6490.368147619048
275,HI,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,104.61402365210913,65.8417916007077,104.61402365210913,143.38625570351056,2.0,182.158487754912,27.069559549306263,109.66443282113742,12026.287825981764
276,IA,2014,max,PER_DIEM,estimated_allowed_amount_C,172.29863062720813,150.26,166.77,179.9,131615.0,2380.5,89.97,74.43400943043171,5540.421759889598
277,IA,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,197.83716453696525,173.9178937974119,190.3197642693441,204.470002371354,130849.0,2567.5835902300214,91.30302415262835,85.26985838446154,7270.948748906127
278,ID,2014,max,,no_valid_method,,,,,,,,,
279,IL,2014,max,,no_valid_method,,,,,,,,,
280,IN,2014,max,PER_DIEM,estimated_allowed_amount_C,188.1047063902583,168.11,179.65,192.79,494534.0,892.4,17.74,50.54644015978644,2554.942612826871
281,IN,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,205.95584741149025,180.84350721420645,197.26300951485965,214.2487959591213,482514.0,927.7575472806296,17.550455085081122,55.81028630519927,3114.788057468313
282,KS,2014,max,,file_unavailable,,,,,,,,,
283,KY,2014,max,PER_DIEM,estimated_allowed_amount_C,189.31073764067463,168.2,180.93,197.63,167141.0,1608.5,32.16,58.72802740410398,3448.9812027771886
284,KY,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,229.67916545843192,209.62230215827336,219.2574511819116,232.05500894454383,158720.0,1692.2533401849948,33.95987328405491,71.17079471979783,5065.282021047603
285,LA,2014,max,PER_DIEM,estimated_allowed_amount_B,134.9261726334643,120.7,134.12,146.19,196532.0,536.5,34.61,38.43952082557957,1477.5967613001656
286,LA,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,169.41414283097993,149.53197099538565,167.49195345382523,184.15293342122607,177380.0,712.9568106312292,39.54524680073126,49.78849874136864,2478.894606919267
287,MA,2014,max,PER_DIEM,estimated_allowed_amount_C,209.04975174514448,171.68,202.83,225.82,294818.0,1674.0,39.45,85.23542758804788,7265.078116117355
288,MA,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,177.30048711771911,146.84191638255874,171.0298222418099,196.0075363359053,277836.0,1439.9171270718232,29.94711326575584,67.43317265536817,4547.232774368693
289,MD,2014,max,,file_unavailable,,,,,,,,,
290,ME,2014,max,,no_valid_method,,,,,,,,,
291,MI,2014,max,PER_DIEM,estimated_allowed_amount_C,197.9126101548622,169.8,191.84,207.52,259521.0,950.0,60.68,63.40021420524764,4019.587161271285
292,MI,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,223.70049061125783,185.12504059759664,212.65562412038545,243.51874244256348,263389.0,1137.243047158404,54.785120982304086,73.6403872393473,5422.906632761025
293,MO,2014,max,PER_DIEM,estimated_allowed_amount_C,172.67725842882086,146.27,154.42,161.06,230222.0,2437.0,37.52,71.3440079948675,5089.967476771718
294,MO,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,200.26120546344083,168.85783846723828,177.7491961414791,194.5355185610726,233943.0,3134.405144694534,39.71631205673759,83.72624334400147,7010.083824498952
295,MS,2014,max,PER_DIEM,estimated_allowed_amount_C,192.50039646650544,174.89,188.9,203.27,161653.0,412.0,26.58,33.064279005265085,1093.2465461380136
296,MS,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,246.78406008772703,225.10570824524316,243.731778425656,260.09556481254594,161843.0,544.3974630021141,32.56554765988728,43.33934627282877,1878.2989353561568
297,MT,2014,max,,file_unavailable,,,,,,,,,
298,NC,2014,max,,no_valid_method,,,,,,,,,
299,ND,2014,max,,no_valid_method,,,,,,,,,
300,NE,2014,max,,no_valid_method,,,,,,,,,
301,NH,2014,max,,no_valid_method,,,,,,,,,
302,NJ,2014,max,PER_DIEM,estimated_allowed_amount_C,214.8916630992374,199.03,207.89,216.94,275642.0,1607.5,103.71,78.25166792333955,6123.323532784609
303,NJ,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,198.6346783482543,180.714635340186,190.27777777777777,201.4043300175541,137968.0,1744.4384156266956,84.6059716103769,72.33679783971938,5232.612321704431
304,NM,2014,max,,file_unavailable,,,,,,,,,
305,NV,2014,max,,no_valid_method,,,,,,,,,
306,NY,2014,max,,file_unavailable,,,,,,,,,
307,OH,2014,max,PER_DIEM,estimated_allowed_amount_C,163.58197210916703,154.67,170.26,181.48,275431.0,565.5,36.48,42.64977588051416,1819.003382658087
308,OH,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,184.1737357181089,177.7127850065656,190.58135370657757,202.51880148024352,278107.0,847.4449273190469,37.21309803121493,47.661812063904975,2271.648329214998
309,OK,2014,max,PER_DIEM,estimated_allowed_amount_C,144.68974313164745,140.39,143.52,146.0,155605.0,704.2,11.68,20.96032082682763,439.3350491635441
310,OK,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,179.11929353603293,166.8431129631715,179.45223260643823,186.3577362409138,152124.0,864.5794966236956,15.160955347871235,26.66436397302193,710.9883060857899
311,OR,2014,max,PER_DIEM,estimated_allowed_amount_C,285.7401918066238,257.0,257.55,286.29,31855.0,1545.0,49.84,71.97897137211491,5180.972319787737
312,OR,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,259.7459411749246,218.8934217236104,231.02798708288483,273.0047694753577,30779.0,1637.5198728139906,42.35934047254802,69.73719015363399,4863.275690524105
313,PA,2014,max,PER_DIEM,estimated_allowed_amount_C,206.49391790435337,180.13,199.73,221.1,557155.0,1723.0,111.16,71.67160769490326,5136.819349572115
314,PA,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,230.6392023155361,200.6175684394875,221.40278494069108,246.4026044492675,559582.0,2170.0251889168767,98.65104721334752,81.6685376112159,6669.750035554585
315,RI,2014,max,,file_unavailable,,,,,,,,,
316,SC,2014,max,,no_valid_method,,,,,,,,,
317,SD,2014,max,PER_DIEM,estimated_allowed_amount_C,136.59295724407525,113.23,129.735,148.19,40930.0,1167.72,75.34,57.41506115650856,3296.489247605618
318,SD,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,164.74752474237633,136.4818420269668,156.43067123958843,178.83390494855462,40844.0,1430.328270455659,78.74163879598663,67.42501074892597,4546.132074492783
319,TN,2014,max,PER_DIEM,estimated_allowed_amount_B,,,,,0.0,,,,
320,TN,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,,,,,0.0,,,,
321,TX,2014,max,PER_DIEM,estimated_allowed_amount_B,111.43021285640329,82.47,107.29,138.5,3011091.0,1237.0,6.55,37.57219554765084,1411.669878270914
322,TX,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,125.6027699135623,92.71691587834404,121.19851868477164,155.249621785174,2953225.0,1291.7710944026733,6.606152294503278,43.49234750131552,1891.5842911751868
323,UT,2014,max,PER_DIEM,estimated_allowed_amount_C,191.15040008082445,164.27,173.27,183.5,39592.0,862.2,78.55,88.50949181669857,7833.930141650231
324,UT,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,224.3989393681094,181.57524613220815,190.3743315508021,203.31254472957775,43711.0,1133.7278106508877,84.01069518716577,129.1980866491308,16692.145593796307
325,VA,2014,max,,file_unavailable,,,,,,,,,
326,VT,2014,max,,file_unavailable,,,,,,,,,
327,WA,2014,max,PER_DIEM,estimated_allowed_amount_C,192.4972384083347,175.44,189.86,205.5,125931.0,657.75,26.52,31.488168565308357,991.504759597273
328,WA,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,172.76853325717633,158.1081081081081,170.13456686291,181.90573595840792,120802.0,560.5983124520583,22.60291485553567,28.647139123043416,820.6585799350048
329,WI,2014,max,,file_unavailable,,,,,,,,,
330,WV,2014,max,PER_DIEM,estimated_allowed_amount_C,264.87783590991506,204.32,221.14,294.61,83832.0,1508.5,13.86,118.75418969152076,14102.557569289696
331,WV,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,343.277870595217,265.4921020656136,295.8118641828511,380.8843453627295,80757.0,2260.602427693691,18.311533888228297,154.20168936944904,23778.16100439205
332,WY,2014,max,PER_DIEM,estimated_allowed_amount_C,169.5044395358426,149.69,167.71,179.7,16977.0,796.33,37.87,38.94325899667988,1516.5774212824886
333,WY,2014,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,183.6455067151525,164.00884769327996,181.29395218002813,195.4452017743157,15292.0,861.5492805366223,40.97154603483717,46.20363779921755,2134.776145881285
334,AK,2015,max,,file_unavailable,,,,,,,,,
335,AL,2015,max,,file_unavailable,,,,,,,,,
336,AR,2015,max,,no_valid_method,,,,,,,,,
337,AZ,2015,max,,file_unavailable,,,,,,,,,
338,CA,2015,max,PER_DIEM,estimated_allowed_amount_C,222.494544331922,173.29,194.17,232.15,209736.0,1112.0,18.26,98.24786898673416,9652.64376043448
339,CA,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,158.72928812615183,126.62341457712314,141.9229598051157,159.48589233166004,369987.0,1136.1288989878126,13.232801449529488,74.85756753297927,5603.655416954553
340,CO,2015,max,,file_unavailable,,,,,,,,,
341,CT,2015,max,PER_DIEM,estimated_allowed_amount_C,242.18038696217369,217.2,235.03,243.93,311555.0,1600.0,66.74,81.28747938618578,6607.654304959578
342,CT,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,209.8801857127048,184.75582336541052,201.0610279178268,214.63261084629912,546022.0,1416.555998229305,50.2219881104673,71.31083709604646,5085.235487338875
343,DC,2015,max,,file_unavailable,,,,,,,,,
344,DE,2015,max,,file_unavailable,,,,,,,,,
345,FL,2015,max,,no_valid_method,,,,,,,,,
346,GA,2015,max,,no_valid_method,,,,,,,,,
347,HI,2015,max,,file_unavailable,,,,,,,,,
348,IA,2015,max,PER_DIEM,estimated_allowed_amount_C,176.35902151414012,153.94,169.94,185.26,154596.0,2797.0,90.23,73.93479526385019,5466.353950707446
349,IA,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_C,201.1907934291465,175.61581920903953,194.83490321912845,208.0170157068063,340884.0,3939.991548105367,91.30742764622546,84.52021546858658,7143.666822856303
350,ID,2015,max,,no_valid_method,,,,,,,,,
351,IL,2015,max,,no_valid_method,,,,,,,,,
352,IN,2015,max,,file_unavailable,,,,,,,,,
353,KS,2015,max,,file_unavailable,,,,,,,,,
354,KY,2015,max,,file_unavailable,,,,,,,,,
355,LA,2015,max,PER_DIEM,estimated_allowed_amount_B,137.20726262859122,122.77,136.27,148.58,208218.0,566.0,36.52,40.05276350397657,1604.2238643054775
356,LA,2015,max,PER_DIEM_wage_adj,estimated_allowed_amount_B,167.47595263241456,145.79979594150325,164.66146166645336,182.7678231033168,820816.0,796.2858750703433,38.63732543377064,52.05993776388237,2710.2371199793056
357,MA,2015,max,,file_unavailable,,,,,,,,,
358,MD,2015,max,,file_unavailable,,,,,,,,,
359,ME,2015,max,,no_valid_method,,,,,,,,,
